SAMPLE_ID	AGE	d13C	d18O	LITHIUM	MAGNESIUM	CALCIUM	MANGANESE	COBALT	COPPER	ZINC	STRONTIUM	BARIUM	AREA	BAY	STATION	DATE	MONTH	YEAR	DEPTH_SHALLOW	DEPTH_DEEP	TEMPERATURE	DO	SALINITY	TURBIDITY	DEPTH_SHALLOW_END	DEPTH_DEEP_END	TEMP_END	DO_END	SALINITY_END	TURBIDITY_END
Cleu_Mat022	0	-5.42	-0.44	13.59593372	24860.82799	0.006867277	91.92282421	0.057045033	30.78763378	28.2059918	2913.94505	28.1304856	3																	
Cleu_Mat023	0	-6.5	-0.53	9.506205183	22007.08311	0.008603985	82.20265357	0.055599768	117.6096865	25.24703203	2577.321568	25.14826184	3																	
Cleu_Mat023	1	-9.59	-0.74										3																	
Cleu_Mat024	0	-5.52	0.01	12.6877161	27536.79103	0.008416388	98.18434648	0.077959386	43.16888359	29.70804541	2840.805017	28.0847184	3																	
Cleu_Mat024	1	-6.57	0.73										3																	
Cleu_Mat024b	0	-6.24	0.46										3																	
Cleu_Mat025	0	-6.39	-0.48	9.281576573	19435.94209	0.009240931	57.83276804	0.101338061	79.75876009	23.68609792	2405.039002	26.98467094	3																	
Cleu_Mat025	1	-7.71	0.01										3																	
Cleu_Mat026	0	-6.41	0.27										3																	
Cleu_Mat027	2												3																	
Cleu_Mat028	0												3																	
Cleu_Mat029	0	-6.49	-0.46	8.063989236	22279.52801	0.009175878	59.88997944	0.070109362	105.5431694	28.27980701	2042.797295	16.2833177	3																	
Cleu_Mat030	0	-7.47	-0.24	7.9469042	22479.47486	0.007251544	70.22098046	0.505566698	71.44890011	35.90337281	1797.758969	23.13450482	3																	
Cleu_Mat031	0	-6.97	-0.84	7.124236279	19739.78741	0.005470925	98.85646422	0.13488825	17.58829107	24.30580232	2220.459688	23.35843722	3																	
Cleu_Mat032	0	-6.67	-0.74	8.439178852	36015.36866	0.007445554	102.1578084	0.055645283	41.30380131	45.17318935	2532.745856	26.51637436	3																	
Cleu_Mat033	0	-6.79	-0.12	7.163534157	27279.1228	0.007192932	59.40376661	0.287205763	28.4319077	31.13971708	1843.487501	19.90873415	3																	
Cleu_Mat034	0	-6.9	-0.9	7.334956999	16421.96266	0.008613003	79.97588058	0.072547021	23.52317363	24.41910008	2188.693089	32.99488567	3																	
Cleu_Mat035	1	-6.4	-0.97	10.88826142	21377.68921	0.011232306	40.78263267	0.110511658	116.7672204	17.25799513	2317.937036	21.57596804	3																	
Cleu_Mat035	1	-7.23	-0.65										3																	
Cleu_Mat036	0	-8.27	-1.66	9.559734392	21090.46764	0.007111021	84.14137615	0.268732877	1.377282019	35.60639535	1881.402475	36.60886032	3																	
Cleu_Mat037	0	-7.07	-0.45	7.898388302	24341.79736	0.008508157	79.46719574	0.083126081	32.1214502	26.13401614	2300.004278	21.99522833	3																	
Cleu_Mat038	0												3																	
Cleu_Sab001	0	-6.48	0.33										1	700	63	10/7/2013	oct	2013		2	24.2	8.8	17	4		2.2	22.7	8.1	11.7	6
Cleu_Sab002	0	-6.39	-0.05										1	700	156	10/14/2013	oct	2013	0.3	0.9	27.3	7.3	15.1	16	0.4	1	26.2	5.8	18.5	9
Cleu_Sab003	0	-6.7	0.94										1	700	167	10/14/2013	oct	2013	0.3	2.1	26.8	8.1	13.3	6	0.2	2	26.5	7.5	13.5	3
Cleu_Sab005	0	-6.45	-0.87										1	700	24	10/21/2013	oct	2013	0.2	0.8	21.7	7.9	10	11	0.3	0.9	21.1	7.6	11.5	10
Cleu_Sab006	0	-6.4	-1.03										1	700	56	4/28/2014	april	2014	0.3	0.9	26	7.3	8.8	41	0.3	0.9	24.9	6.8	9.6	13
Cleu_Sab007	0	-5.66	-0.13										1																	
Cleu_Sab008	0	-6.35	1.1										1																	
Cleu_Sab009	0	-6.03	-0.48										1	700	31	5/28/2014	may	2014	0.1	1	26.2	5.8	4.8	14	0.1	1	25.2	5.6	2.4	16
Cleu_Sab010	0	-6.4	-0.4										1	700	146	5/19/2014	may	2014	0.1	1.9	24.4	8	12.9	11	0.1	2	22.6	7	12.7	10
Cleu_Sab011	0	-6.83	-1.31										1																	
Cleu_Sab012	0												1																	
Cleu_Sab013	0	-7.32	-0.18										1																	
Cleu_Sab014	0												1	700	20	4/28/2014	april	2014	0.2	0.9	27	7.3	6.6	18	0.2	0.9	25.1	6.3	6.8	13
Cleu_Sab015	0	-6.92	-0.51	10.82616107	21925.34964	0.007153839	77.46105711	0.138838019	6.211607078	38.5967695	2940.588005	22.80432713	1	700	20	4/28/2014	april	2014	0.2	0.9	27	7.3	6.6	18	0.2	0.9	25.1	6.3	6.8	13
Cleu_Sab016	0	-7.5	-0.36	12.94016049	18395.57199	0.008061404	56.01049141	0.597283624	2.158656121	32.49242364	2149.369113	17.6489784	1	700	36	9/23/2014	sept	2014	0.3	1.4	27.3	8.8	11.3		0.3	1.4	24.9	5.8	11.2	
Cleu_Sab017	0	-7.61	-0.12	6.873085644	23332.82769	0.007306501	101.0995805	0.364841398	4.077041604	32.21089588	2109.788954	25.43594141	1	700	56	10/28/2104	oct	2014	0.3	0.7	25.5	9.1	10.6	8.0	0.1	0.9	24.2	7.4	10.4	7.0
Cleu_Sab018	0	-7.6	-0.58	9.628303528	23618.20218	0.010212493	70.37215588	0.220495792	2.295870365	41.64379254	2098.004571	21.56779532	1	700	157	9/30/2014	sept	2014	0.2	1.9	27.7	6.4	12.7	7.0	0.4	2.1	26.7	5.3	16.3	7.0
Cleu_Sab019	0												1																	
Cleu_Sab020	0												1																	
Cleu_Sab021	3												1																	
Cleu_Sab022	3												1																	
Cleu_Sab023	0	-7.04	0.98	8.672540325	21723.09393	0.009694757	67.03403927	0.278274027	0.876606333	34.19703991	2344.836173	29.46754181	1	120	132	5/18/2015	may	2015	0.3	1.6	26.9	7.3	0.4		0.3	1.6	26.3	6.5	0.5	
Cleu_Sab024	0	-8.67	0.93	5.710644712	19495.51055	0.008520111	88.9340454	0.196938102	3.401832366	30.14407011	2058.424412	43.7738797	1	700	169	5/11/2015	may	2015	0.1	1.1	25.7	6.3	1.9		0.0	0.9	24.4	6.1	0.7	
Cleu_Sab025	2												1	700	37	6/1/2015	june	2015	0.3	2.1	30.5	7.5	0.2			2.2	25.4	5.4	0.2	
Cleu_Sab026	0	-7.6	0.24	7.468860879	21863.01055	0.008065608	100.1823135	0.210762295	1.857364088	29.29605357	2067.006518	19.3047705	1	700	37	6/1/2015	june	2015	0.3	2.1	30.5	7.5	0.2			2.2	25.4	5.4	0.2	
Cleu_Sab027	0	-8.81	0.61	5.386881948	18728.97066	0.006559011	101.708368	0.137676322	1.348299064	25.26883327	1294.886013	39.0770203	1	700	37	6/1/2015	june	2015	0.3	2.1	30.5	7.5	0.2			2.2	25.4	5.4	0.2	
Cleu_Sab028	0	-7	0.69										1	710	193	5/11/2015	may	2015	0.0	1.6	25.7	7.2	1.5		0.0	1.4	24.9	7.2	0.4	
Cleu_Sab029	2												1	710	193	5/11/2015	may	2015	0.0	1.6	25.7	7.2	1.5		0.0	1.4	24.9	7.2	0.4	
Cleu_Sab030	0												1	700	167	9/8/2015	sept	2015												
Cleu_Sab031	0	-7.64	0.27	5.417285245	22749.14913	0.007076633	88.94425995	0.155886398	0.927754802	45.59891426	1799.680336	36.43641603	1																	
Cleu_Sab032	0	-6.24	0.22	12.02967879	22367.72627	0.004637954	72.07798657	0.149001915	1.442489252	21.72742002	2323.573046	21.37818833	1																	
Cleu_Sab033	1												1	700		9/7/2015	sept	2015		2.6	31.1	8.0	12.5	3.6			29.0	5.4	21.7	5.6
Cleu_Sab034	0	-8.4	-0.61	11.17159427	19602.64142	0.006372982	65.59582991	0.18249878	7.02793381	22.73851667	1920.342177	22.15459627	1																	
Cleu_Sab035	0	-7.07	-0.21	8.369801117	26056.81492	0.008209911	97.63276051	0.166332148	1.614921054	35.65789433	2228.65752	24.98153845	1																	
Cleu_Sab037	0	-7.53	-1.32	7.181970198	27031.61354	0.009517101	95.18331021	0.962094551	1.3372428	41.94591989	1887.294667	27.91717774	1	700		9/10/2015	sept	2015		2.5	29.5	5.5	19.2	10.0		2.6	29.2	5.0	19.8	7.0
Cleu_Sab038	2												1																	
Cleu_Sab039	0	-10.25	-2.42	3.985904514	23410.40522	0.006516557	103.9310552	0.181632268	1.397928621	26.81895259	1148.746846	50.03908315	1	714	301	9/22/2015	sept	2015	0.10	0.80	31.20	7.60	9.80	12.00	0.10	0.90	27.80	5.80	9.80	5.00
Cleu_Sab040	0	-7.56	-0.71	6.647001556	23764.5836	0.007640488	81.12603949	0.099014668	3.717271471	44.84359588	2744.736671	19.37669039	1																	
Cleu_Sab041	0	-8.05	-0.59	27.06055108	24213.42502	0.006385024	118.7911899	0.164778141	4.255602038	36.12996832	2183.18517	14.89395612	1																	
Cleu_Sab042	3												1																	
Cleu_Sab043	1												1																	
Cleu_Sab044	0	-7.65	-1.42	4.143419465	21578.5596	0.009708985	63.77355328	0.05498064	2.913714194	19.39880776	2535.563861	17.29428256	1																	
Cleu_Sab045	0	-8.25	-0.68	17.54803883	77783.48065	0.005402876	242.4138645	0.34142273	35.86680388	77.04419196	4597.318643	73.25122877	1																	
Cleu_Sab046	0	-7.54	-1.41	6.90365066	34039.45048	0.005986306	186.2460689	0.065323552	34.89258097	42.55189123	3065.092581	18.39269548	1																	
Cleu_Sab047	0	-7.47	-0.89	4.985493746	27924.67868	0.009471262	97.34062424	0.048964003	24.08887993	34.88025972	2662.886441	14.4926758	1																	
Cleu_Sab048	0	-7.05	-0.97	5.209960638	21136.64474	0.009608004	52.3028122	0.084878149	17.92121532	27.07129759	2765.871708	12.3143203	1																	
Cleu_Sab049	0	-7.23	-1.5	10.29749949	21837.15137	0.010655624	53.88994977	0.107529335	41.99614246	17.68217507	1610.36165	8.414709262	1																	
Cleu_San001	1												4																	
Cleu_San002	0	-5.92	1.34	21.94535816	26068.82097	0.006494407	37.06473891	0.153545864	1.063821031	71.42565314	3508.544062	11.36800162	4																	
Cleu_San003	0	-5.65	1.67	18.61231592	27622.68044	0.008722861	49.84192159	0.161222586	0.828107129	37.77965234	2982.601895	20.83061642	4																	
Cleu_San004	0	-5.11	0.97	18.92766926	20986.56916	0.007332307	50.77655338	0.14949516	1.276080111	27.60002046	3044.598	28.1362065	4																	
Cleu_San005	0	-4.47	2.61	24.28382448	29944.00334	0.007774906	132.7136285	0.17396126	6.655305913	58.27453007	3179.477957	32.60504716	4																	
Cleu_San006	0												4																	
Cleu_San007	0	-5.93	1.47	38.90328194	25374.77913	0.007505398	89.12199321	0.184338451	1.29418342	43.54753819	3029.355156	25.36810788	4																	
Cleu_San008	1												4																	
